country_name,related,last,previous
Vietnam,Inflation Rate MoM,1.04,0.31
Vietnam,Producer Price Inflation MoM,0.98,-0.35
Vietnam,Producer Prices,99.47,97.51
Venezuela,Consumer Price Index CPI,25684975.43,25379624.72
Venezuela,CPI Transportation,26949912607.57,26612655441.16
Venezuela,Food Inflation,90.5,172.6
Venezuela,Inflation Rate,75.9,107.4
Venezuela,Inflation Rate MoM,1.7,2.4
Uzbekistan,Core Inflation Rate,8.1,8.3
Uzbekistan,Food Inflation,9.3,9.7
Uzbekistan,Inflation Rate,8.35,8.6
Uzbekistan,Inflation Rate MoM,0.3,0.64
United States,Core Inflation Rate YoY,3.8,3.9
United States,Energy Inflation,-1.9,-4.56
United States,Food Inflation,2.2,2.6
United States,Rent Inflation,5.74,6.04
United States,Services Inflation,4.95,4.94
United States,CPI,310.33,308.42
United States,Core Consumer Prices,315.57,314.44
United States,CPI Median,4.58,4.85
United States,CPI s.a,311.05,309.69
United States,CPI Trimmed-Mean,3.51,3.67
United States,Export Prices,149.0,147.8
United States,Import Prices,139.9,139.5
United States,Consumer Inflation Expectations,3.0,3.0
United States,Inflation Rate YoY,3.2,3.1
United States,Inflation Rate MoM,0.4,0.3
United States,PCE Price Index,121.87,121.45
United States,PPI YoY,1.6,1.0
Uruguay,Consumer Price Index CPI,106.83,106.15
Uruguay,CPI Housing Utilities,108.39,107.99
Uruguay,CPI Transportation,100.14,99.13
Uruguay,Inflation Rate YoY,4.71,5.09
Uruguay,Inflation Rate MoM,0.64,1.53
Uruguay,Producer Prices,269.21,272.14
Uruguay,Producer Prices Change,-2.62,-0.49
United Kingdom,Energy Inflation,-14.9,-17.3
United Kingdom,Food Inflation,6.9,8.0
United Kingdom,Rent Inflation,6.5,6.3
United Kingdom,Services Inflation,6.5,6.4
United Kingdom,Consumer Price Index CPI,131.48,132.24
United Kingdom,Core Consumer Prices,127.11,128.32
United Kingdom,Core Inflation Rate YoY,5.1,5.1
United Kingdom,Core Producer Prices,134.5,134.2
United Kingdom,CPI Housing Utilities,139.62,137.13
United Kingdom,CPI Transportation,130.91,134.66
United Kingdom,GDP Deflator,119.63,119.44
United Kingdom,Harmonised Consumer Prices,131.48,132.24
United Kingdom,Inflation Rate YoY,4.0,4.0
United Kingdom,Inflation Rate MoM,-0.6,0.4
United Kingdom,PPI Output MoM,-0.2,-0.5
United Kingdom,Producer Prices,136.0,136.2
United Kingdom,PPI Output YoY,-0.6,0.1
United Kingdom,Retail Price Index YoY,4.9,5.2
Ukraine,Food Inflation,2.6,3.7
Ukraine,Consumer Price Index CPI,440.1,438.8
Ukraine,Core Consumer Prices,104.5,104.6
Ukraine,Core Inflation Rate,4.5,4.6
Ukraine,CPI Transportation,98.7,98.5
Ukraine,Export Prices,87.0,89.0
Ukraine,Import Prices,108.7,101.9
Ukraine,Inflation Rate YoY,4.3,4.7
Ukraine,Inflation Rate MoM,0.3,0.4
United Arab Emirates,Food Inflation,3.7,4.21
United Arab Emirates,Inflation Rate YoY,3.6,3.27
United Arab Emirates,Inflation Rate MoM,0.44,0.12
Turkmenistan,Inflation Rate,5.9,11.48
Uganda,Consumer Price Index CPI,130.4,129.7
Uganda,Core Consumer Prices,129.87,128.69
Uganda,Core Inflation Rate,3.4,2.4
Uganda,CPI Housing Utilities,131.91,123.51
Uganda,CPI Transportation,127.3,151.74
Uganda,Food Inflation,0.5,0.0
Uganda,Inflation Rate YoY,3.4,2.8
Uganda,Inflation Rate MoM,0.5,0.0
Uganda,Producer Prices,234.0,233.8
Uganda,PPI YoY,1.6,5.3
Turkey,CPI,2073.88,1984.02
Turkey,Core Consumer Prices,1622.71,1566.75
Turkey,Core Inflation Rate,72.89,70.48
Turkey,CPI Housing Utilities,1926.26,1862.79
Turkey,CPI Transportation,2371.38,2305.71
Turkey,Export Prices,111.39,111.11
Turkey,Food Inflation,71.12,69.71
Turkey,GDP Deflator,240.4,237.4
Turkey,Import Prices,127.98,128.8
Turkey,Inflation Rate YoY,67.07,64.86
Turkey,Inflation Rate MoM,4.53,6.7
Turkey,Producer Prices,3149.03,3035.59
Turkey,PPI YoY,47.29,44.2
Bosnia and Herzegovina,Consumer Price Index CPI,124.6,124.3
Bosnia and Herzegovina,CPI Housing Utilities,132.4,132.9
Bosnia and Herzegovina,CPI Transportation,125.2,125.4
Bosnia and Herzegovina,Food Inflation,2.92,3.32
Bosnia and Herzegovina,Inflation Rate YoY,1.96,2.14
Bosnia and Herzegovina,Inflation Rate MoM,2.0,-0.2
Bosnia and Herzegovina,PPI YoY,0.7,0.6
Trinidad and Tobago,Consumer Price Index CPI,124.0,124.1
Trinidad and Tobago,CPI Transportation,126.8,127.2
Trinidad and Tobago,Food Inflation,-1.93,-1.14
Trinidad and Tobago,Inflation Rate,0.3,0.7
Trinidad and Tobago,Inflation Rate MoM,-0.1,0.1
Trinidad and Tobago,Producer Prices,649.8,645.4
Togo,CPI Housing Utilities,117.1,115.6
Togo,CPI Transportation,114.1,114.0
Togo,Food Inflation,4.4,0.4
Togo,Inflation Rate,3.5,2.0
Tanzania,Consumer Price Index CPI,114.65,114.09
Tanzania,Core Consumer Prices,112.46,111.93
Tanzania,Core Inflation Rate,3.7,3.2
Tanzania,CPI Housing Utilities,113.44,113.31
Tanzania,CPI Transportation,115.04,115.62
Tanzania,Export Prices,104.7,101.7
Tanzania,Food Inflation,1.8,1.5
Tanzania,Import Prices,100.7,99.1
Tanzania,Inflation Rate YoY,3.0,3.0
Tanzania,Inflation Rate MoM,0.5,0.7
Thailand,Core Inflation Rate YoY,0.43,0.52
Thailand,CPI Transportation,110.44,108.78
Thailand,Food Inflation,0.97,-1.06
Thailand,Inflation Rate YoY,-0.77,-1.11
Thailand,Inflation Rate MoM,0.22,0.02
Thailand,Producer Prices,111.6,110.3
Thailand,Producer Prices Change,1.18,0.27
Tajikistan,Food Inflation,2.9,3.4
Tajikistan,Inflation Rate,3.8,3.8
Tajikistan,Inflation Rate MoM,0.5,0.4
Tajikistan,Producer Prices Change,2.7,2.5
Vanuatu,Consumer Price Index CPI,209.0,202.9
Vanuatu,Inflation Rate,12.1,14.4
Vanuatu,Inflation Rate MoM,3.0,3.6
Syria,Inflation Rate,150.0,111.0
Swaziland,Consumer Price Index CPI,116.0,116.1
Swaziland,CPI Transportation,1.3,-0.5
Swaziland,Food Inflation,5.6,7.1
Swaziland,Inflation Rate,4.5,4.3
Taiwan,Consumer Price Index CPI,107.26,106.59
Taiwan,Core Inflation Rate,2.9,1.65
Taiwan,CPI Housing Utilities,105.31,105.04
Taiwan,CPI Transportation,104.84,104.39
Taiwan,Food Inflation,4.49,4.11
Taiwan,Inflation Rate YoY,3.08,1.8
Taiwan,Inflation Rate MoM,0.15,0.21
Taiwan,Producer Prices Change,-0.46,-0.42
Suriname,Consumer Price Index CPI,765.9,759.3
Suriname,Food Inflation,28.5,36.1
Suriname,Inflation Rate,29.6,33.2
Suriname,Inflation Rate MoM,0.9,0.3
Sri Lanka,Consumer Price Index CPI,200.6,200.7
Sri Lanka,Core Consumer Prices,193.9,189.7
Sri Lanka,Core Inflation Rate,2.2,0.6
Sri Lanka,CPI Housing Utilities,158.7,157.8
Sri Lanka,CPI Transportation,239.5,234.9
Sri Lanka,Export Prices,191.4,241.27
Sri Lanka,Food Inflation,3.5,3.3
Sri Lanka,GDP Deflator,200.93,134.27
Sri Lanka,Import Prices,226.76,272.63
Sri Lanka,Inflation Rate YoY,5.9,6.4
Sri Lanka,Inflation Rate MoM,2.9,0.89
Sri Lanka,Producer Prices,245.7,240.9
Sri Lanka,PPI YoY,-3.9,-7.4
Belgium,Consumer Price Index CPI,131.01,130.08
Belgium,CPI Housing Utilities,135.19,130.05
Belgium,CPI Transportation,130.87,129.43
Belgium,Food Inflation,4.86,6.34
Belgium,Inflation Rate YoY,3.2,1.75
Belgium,Inflation Rate MoM,0.71,0.49
Belgium,Producer Prices,161.9,163.0
Belgium,PPI YoY,-11.63,-12.3
Bermuda,Consumer Price Index CPI,116.1,115.5
Bermuda,Food Inflation,4.4,5.6
Bermuda,Inflation Rate,2.4,2.4
Switzerland,Food Inflation,0.8,2.3
Switzerland,CPI,107.06,106.39
Switzerland,Core Consumer Prices,104.76,104.05
Switzerland,Core Inflation Rate,1.1,1.2
Switzerland,CPI Housing Utilities,112.39,111.61
Switzerland,CPI Transportation,113.2,111.35
Switzerland,Export Prices,100.4,100.4
Switzerland,Inflation Rate YoY,1.2,1.3
Switzerland,Inflation Rate MoM,0.6,0.2
Switzerland,Producer Prices,106.83,106.69
Switzerland,Producer & Import Prices YoY,-2.0,-2.3
Spain,CPI,113.81,113.4
Spain,Core Consumer Prices,113.21,112.61
Spain,Core Inflation Rate YoY Prel,3.5,3.6
Spain,CPI Housing Utilities,103.43,104.75
Spain,CPI Transportation,113.06,111.27
Spain,Food Inflation,5.34,7.45
Spain,Harmonised Consumer Prices,121.29,120.82
Spain,Inflation Rate YoY Prel,2.8,3.4
Spain,Inflation Rate MoM Prel,0.3,0.1
Spain,Producer Prices,126.4,126.1
Spain,PPI YoY,-3.8,-6.3
Sweden,CPI,413.76,412.74
Sweden,Core Consumer Prices,260.29,259.78
Sweden,CPIF YoY,2.5,3.3
Sweden,CPI Housing Utilities,577.95,583.9
Sweden,CPI Transportation,551.2,544.94
Sweden,Export Prices,133.4,134.2
Sweden,Food Inflation,1.17,3.82
Sweden,Harmonised Consumer Prices,128.31,128.05
Sweden,Import Prices,136.6,138.7
Sweden,Inflation Rate YoY,4.5,5.4
Sweden,Inflation Rate MoM,0.2,-0.1
Sweden,Producer Prices,132.8,132.4
Sweden,PPI YoY,-2.28,-7.67
South Korea,CPI,113.77,113.15
South Korea,Core Consumer Prices,111.95,111.7
South Korea,Core Inflation Rate,2.57,2.63
South Korea,CPI Housing Utilities,114.12,113.73
South Korea,CPI Transportation,113.64,111.97
South Korea,Food Inflation,6.95,5.92
South Korea,Inflation Rate YoY,3.1,2.8
South Korea,Inflation Rate MoM,0.5,0.4
Somalia,Consumer Price Index CPI,142.28,143.57
Somalia,CPI Housing Utilities,140.0,144.35
Somalia,CPI Transportation,120.66,122.21
Somalia,Food Inflation,-1.01,-2.11
Somalia,Inflation Rate YoY,6.19,6.59
Somalia,Inflation Rate MoM,-0.9,-0.93
South Africa,Consumer Price Index CPI,112.8,112.7
South Africa,Core Consumer Prices,109.9,109.6
South Africa,Core Inflation Rate YoY,4.6,4.5
South Africa,Core Inflation Rate MoM,0.3,0.2
South Africa,CPI Housing Utilities,110.0,110.0
South Africa,CPI Transportation,115.0,116.9
South Africa,Food Inflation,7.2,8.5
South Africa,Inflation Rate YoY,5.3,5.1
South Africa,Inflation Rate MoM,0.1,0.0
South Africa,PPI MoM,0.1,-0.6
South Africa,Producer Prices,100.1,100.0
South Africa,PPI YoY,4.7,4.0
Solomon Islands,Consumer Price Index CPI,122.8,123.0
Solomon Islands,Core Inflation Rate,3.3,3.7
Solomon Islands,CPI Housing Utilities,133.6,132.0
Solomon Islands,CPI Transportation,120.4,119.3
Solomon Islands,Food Inflation,4.0,6.5
Solomon Islands,Inflation Rate,2.8,2.7
Solomon Islands,Inflation Rate MoM,-0.2,1.7
Slovenia,CPI,125.72,124.78
Slovenia,Core Consumer Prices,125.14,124.26
Slovenia,Core Inflation Rate,3.78,3.8
Slovenia,CPI Housing Utilities,141.33,140.57
Slovenia,CPI Transportation,112.89,111.51
Slovenia,Food Inflation,2.0,3.23
Slovenia,GDP Deflator,108.9,106.5
Slovenia,Harmonised Consumer Prices,126.34,125.57
Slovenia,Inflation Rate YoY,3.4,3.3
Slovenia,Inflation Rate MoM,0.8,-0.6
Slovenia,Producer Prices,146.07,146.63
Slovenia,PPI YoY,-1.0,0.0
Slovakia,CPI,231.6,230.4
Slovakia,Core Consumer Prices,167.8,167.0
Slovakia,Core Inflation Rate YoY,3.7,4.5
Slovakia,CPI Housing Utilities,325.9,325.7
Slovakia,CPI Transportation,165.3,159.9
Slovakia,Export Prices,99.9,99.4
Slovakia,Food Inflation,3.1,4.9
Slovakia,GDP Deflator,132.15,131.57
Slovakia,Harmonised Consumer Prices,141.58,141.02
Slovakia,Import Prices,99.3,99.4
Slovakia,Inflation Rate YoY,3.39,3.92
Slovakia,Inflation Rate MoM,0.5,0.7
Slovakia,Producer Prices,117.0,118.9
Slovakia,Producer Prices Change,9.6,7.5
Sudan,Consumer Price Index CPI,68887.67,67700.87
Sudan,Inflation Rate,63.3,83.6
Sudan,Inflation Rate MoM,1.75,0.03
Sierra Leone,Consumer Price Index CPI,207.7,208.59
Sierra Leone,CPI Housing Utilities,178.51,177.95
Sierra Leone,CPI Transportation,216.51,217.23
Sierra Leone,Food Inflation,49.82,57.21
Sierra Leone,Inflation Rate,47.42,52.16
Sierra Leone,Inflation Rate MoM,-0.43,2.3
Singapore,CPI,114.57,115.34
Singapore,Core Consumer Prices,115.79,115.84
Singapore,Core Inflation Rate YoY,3.1,3.3
Singapore,CPI Housing Utilities,111.05,113.44
Singapore,CPI Transportation,132.58,135.49
Singapore,Export Prices,96.4,97.35
Singapore,Food Inflation,3.3,3.7
Singapore,GDP Deflator,128.47,126.48
Singapore,Import Prices,97.42,98.1
Singapore,Inflation Rate YoY,2.9,3.7
Singapore,Inflation Rate MoM,-0.7,0.4
Singapore,Producer Prices,98.74,99.31
Singapore,PPI YoY,-3.0,0.9
Tunisia,Rent Inflation,5.3,5.3
Tunisia,Consumer Price Index CPI,172.1,171.7
Tunisia,CPI Housing Utilities,153.1,152.7
Tunisia,CPI Transportation,161.6,160.9
Tunisia,Export Prices,178.0,176.5
Tunisia,Food Inflation,10.2,12.1
Tunisia,Import Prices,184.0,176.9
Tunisia,Inflation Rate YoY,7.5,7.8
Tunisia,Inflation Rate MoM,0.2,0.6
Tunisia,PPI YoY,1.47,1.8
Serbia,CPI,271.1,269.6
Serbia,CPI Housing Utilities,315.1,314.4
Serbia,CPI Transportation,214.8,210.7
Serbia,Food Inflation,4.7,7.2
Serbia,Inflation Rate YoY,5.6,6.4
Serbia,Inflation Rate MoM,0.6,0.3
Serbia,PPI YoY,0.7,0.0
Senegal,Rent Inflation,-0.8,-0.9
Senegal,Consumer Price Index CPI,128.1,127.3
Senegal,CPI Housing Utilities,109.7,109.7
Senegal,CPI Transportation,112.1,112.4
Senegal,Export Prices,134.9,129.7
Senegal,Food Inflation,3.3,2.6
Senegal,Import Prices,134.0,138.7
Senegal,Inflation Rate YoY,2.3,2.1
Senegal,Inflation Rate MoM,0.6,-0.5
Senegal,Producer Prices,138.3,132.8
Senegal,Producer Prices Change,1.1,0.9
Rwanda,Core Inflation Rate,8.8,9.6
Rwanda,CPI Housing Utilities,151.21,147.64
Rwanda,CPI Transportation,146.61,145.02
Rwanda,Food Inflation,0.8,2.9
Rwanda,GDP Deflator,149.0,146.0
Rwanda,Inflation Rate YoY,3.2,3.1
Rwanda,Inflation Rate MoM,2.7,-0.9
Sao Tome and Principe,Consumer Price Index CPI,237.2,235.1
Sao Tome and Principe,Inflation Rate YoY,17.0,17.0
Sao Tome and Principe,Inflation Rate MoM,0.9,2.0
Romania,Food Inflation,4.48,5.64
Romania,Consumer Price Index CPI,246.99,245.01
Romania,CPI Transportation,100.17,100.06
Romania,Inflation Rate YoY,7.23,7.41
Romania,Inflation Rate MoM,0.81,1.1
Romania,Producer Prices,192.4,193.6
Romania,PPI YoY,-5.95,-3.39
Russia,Consumer Price Index CPI,253.0,251.3
Russia,Core Consumer Prices,100.5,100.6
Russia,Core Inflation Rate,7.59,7.15
Russia,Food Inflation,8.08,8.1
Russia,GDP Deflator,125.06,120.23
Russia,Inflation Rate YoY,7.7,7.4
Russia,Inflation Rate MoM,0.7,0.9
Russia,PPI MoM,-1.4,-3.1
Russia,Producer Prices,291.5,295.6
Russia,PPI YoY,19.4,4.0
Qatar,Consumer Price Index CPI,108.55,109.98
Qatar,CPI Housing Utilities,95.91,95.36
Qatar,CPI Transportation,111.4,109.32
Qatar,Food Inflation,5.23,4.55
Qatar,Inflation Rate YoY,2.99,1.65
Qatar,Inflation Rate MoM,-1.3,1.59
Qatar,Producer Prices,118.4,118.65
Qatar,Producer Prices Change,-12.94,-17.36
Puerto Rico,Consumer Price Index CPI,134.64,134.26
Puerto Rico,CPI Housing Utilities,123.83,123.29
Puerto Rico,CPI Transportation,125.55,125.92
Puerto Rico,Food Inflation,2.2,2.8
Puerto Rico,Inflation Rate,2.2,2.0
Puerto Rico,Inflation Rate MoM,0.3,-0.1
Seychelles,Consumer Price Index CPI,126.95,125.97
Seychelles,Core Consumer Prices,127.72,127.32
Seychelles,Core Inflation Rate,-1.51,-1.04
Seychelles,CPI Housing Utilities,144.18,137.67
Seychelles,CPI Transportation,143.06,144.14
Seychelles,Export Prices,115.15,114.15
Seychelles,Food Inflation,-1.84,-2.33
Seychelles,Import Prices,102.36,103.24
Seychelles,Inflation Rate YoY,-0.25,-2.02
Seychelles,Inflation Rate MoM,0.78,0.58
Seychelles,Producer Prices,108.3,72.6
Seychelles,Producer Prices Change,-1.3,-37.4
Poland,Consumer Price Index CPI,251.3,250.5
Poland,Core Consumer Prices,146.11,145.68
Poland,Export Prices,86.2,91.6
Poland,Food Inflation,2.7,4.9
Poland,Import Prices,81.4,87.1
Poland,Inflation Rate YoY,2.8,3.9
Poland,Inflation Rate MoM,0.3,0.4
Poland,Producer Prices,136.1,136.4
Poland,PPI YoY,-9.0,-6.9
Philippines,Food Inflation,4.6,3.5
Philippines,Consumer Price Index CPI,125.5,124.8
Philippines,Core Consumer Prices,124.5,124.1
Philippines,Core Inflation Rate YoY,3.6,3.8
Philippines,CPI Housing Utilities,119.8,118.8
Philippines,CPI Transportation,130.6,128.9
Philippines,Export Prices,119.28,110.6
Philippines,GDP Deflator,119.79,113.8
Philippines,Import Prices,120.86,129.78
Philippines,Inflation Rate YoY,3.4,2.8
Philippines,Inflation Rate MoM,0.6,0.6
Philippines,Producer Prices,97.65,98.68
Philippines,PPI YoY,-1.0,0.6
Philippines,Retail Price Index YoY,2.9,2.9
Papua New Guinea,Consumer Price Index CPI,171.6,168.5
Papua New Guinea,Food Inflation,6.4,7.4
Papua New Guinea,Inflation Rate,2.22,1.41
Panama,Consumer Price Index CPI,110.19,109.92
Panama,CPI Housing Utilities,107.34,105.57
Panama,CPI Transportation,111.81,110.61
Panama,Food Inflation,1.49,2.38
Panama,Inflation Rate YoY,1.22,1.92
Panama,Inflation Rate MoM,0.25,0.08
Palestine,Consumer Price Index CPI,127.25,123.23
Palestine,CPI Transportation,146.92,133.79
Palestine,Food Inflation,33.08,24.67
Palestine,Inflation Rate YoY,27.2,19.0
Palestine,Producer Prices,134.09,127.09
Palestine,PPI YoY,26.7,19.21
Pakistan,Consumer Price Index CPI,260.01,259.92
Pakistan,CPI Housing Utilities,240.63,236.43
Pakistan,CPI Transportation,311.93,305.48
Pakistan,Food Inflation,18.14,24.96
Pakistan,Inflation Rate YoY,23.06,28.34
Pakistan,Inflation Rate MoM,0.0,1.8
Pakistan,Producer Prices,314.02,310.54
Pakistan,Wholesale Prices YoY,18.66,26.95
Portugal,CPI,118.65,118.62
Portugal,Core Consumer Prices,116.15,116.12
Portugal,Core Inflation Rate,2.11,2.42
Portugal,CPI Housing Utilities,129.09,128.31
Portugal,CPI Transportation,116.09,114.88
Portugal,Food Inflation,0.8,2.7
Portugal,GDP Deflator,7.5,7.7
Portugal,Harmonised Consumer Prices,118.54,118.36
Portugal,Inflation Rate YoY Prel,2.07,2.3
Portugal,Inflation Rate MoM Prel,0.0,0.0
Portugal,Producer Prices,124.6,124.2
Portugal,PPI YoY,-4.3,-4.5
South Sudan,Consumer Price Index CPI,14406.12,15694.05
South Sudan,Core Consumer Prices,39292.91,43098.41
South Sudan,CPI Housing Utilities,810277.11,797448.63
South Sudan,CPI Transportation,910387.44,1048008.21
South Sudan,Food Inflation,5.2,-10.6
South Sudan,Inflation Rate,5.8,0.8
South Sudan,Inflation Rate MoM,-8.2,-0.5
Nigeria,Consumer Price Index CPI,681.4,660.8
Nigeria,Core Consumer Prices,541.04,530.04
Nigeria,Core Inflation Rate,24.7,23.44
Nigeria,CPI Housing Utilities,543.9,530.8
Nigeria,CPI Transportation,570.0,560.2
Nigeria,Food Inflation YoY,37.92,35.41
Nigeria,GDP Deflator,302.7,311.99
Nigeria,Inflation Rate YoY,31.7,29.9
Nigeria,Inflation Rate MoM,3.1,2.6
Niger,Consumer Price Index CPI,121.1,120.9
Niger,Food Inflation,9.6,10.2
Niger,Inflation Rate,6.88,7.18
Niger,Inflation Rate MoM,0.2,0.3
Oman,CPI Transportation,100.7,101.8
Oman,Food Inflation,1.36,2.93
Oman,Inflation Rate YoY,-0.1,0.5
Oman,Inflation Rate MoM,0.01,-0.2
Saudi Arabia,Consumer Price Index CPI,110.64,110.44
Saudi Arabia,CPI Housing Utilities,103.28,102.02
Saudi Arabia,CPI Transportation,117.1,117.49
Saudi Arabia,Food Inflation,1.28,1.03
Saudi Arabia,GDP Deflator,119.5,103.72
Saudi Arabia,Inflation Rate YoY,1.8,1.6
Saudi Arabia,Inflation Rate MoM,0.2,0.3
Saudi Arabia,Producer Prices,154.3,156.1
Saudi Arabia,Wholesale Prices YoY,3.1,4.3
Netherlands,CPI,127.95,127.11
Netherlands,Core Consumer Prices,121.58,120.77
Netherlands,Core Inflation Rate,2.92,3.4
Netherlands,CPI Housing Utilities,130.63,130.76
Netherlands,CPI Transportation,131.02,130.73
Netherlands,Export Prices,123.9,123.8
Netherlands,Food Inflation,0.8,2.5
Netherlands,GDP Deflator,128.8,129.7
Netherlands,Harmonised Consumer Prices,129.29,128.08
Netherlands,Import Prices,117.3,121.5
Netherlands,Inflation Rate YoY Prel,2.8,3.2
Netherlands,Inflation Rate MoM,0.7,0.5
Netherlands,Producer Prices,135.0,136.5
Netherlands,Producer Prices Change,-2.5,-3.6
Peru,Consumer Price Index CPI,112.62,111.99
Peru,Core Consumer Prices,111.78,111.33
Peru,Core Inflation Rate,4.24,4.24
Peru,CPI Housing Utilities,103.96,103.16
Peru,CPI Transportation,113.55,113.1
Peru,Inflation Rate YoY,3.3,3.02
Peru,Inflation Rate MoM,0.56,0.02
Peru,Producer Prices,132.31,131.88
Nepal,Consumer Price Index CPI,164.1,163.52
Nepal,Export Prices,116.5,115.8
Nepal,Food Inflation,6.51,5.77
Nepal,Import Prices,117.9,118.6
Nepal,Inflation Rate,5.01,5.26
Myanmar,Consumer Price Index CPI,188.05,176.59
Myanmar,CPI Housing Utilities,177.8,169.73
Myanmar,CPI Transportation,220.13,212.06
Myanmar,Food Inflation,18.43,-7.6
Myanmar,Inflation Rate,28.58,27.5
Namibia,Consumer Price Index CPI,168.96,168.94
Namibia,CPI Housing Utilities,145.56,146.64
Namibia,CPI Transportation,183.45,182.78
Namibia,Export Prices,138.0,124.9
Namibia,GDP Deflator,143.08,133.45
Namibia,Import Prices,112.0,109.9
